"geography_description","geography_level","week_ending","respiratory_season","covid_19_dose_count","influenza_dose_count"
"Capital Region","REGION","2024-11-12T00:00:00.000","2024-2025","6548","13979"
"Central New York","REGION","2024-11-12T00:00:00.000","2024-2025","5376","11725"
"Finger Lakes","REGION","2024-11-12T00:00:00.000","2024-2025","8200","20512"
"Long Island","REGION","2024-11-12T00:00:00.000","2024-2025","9806","37867"
"Mid-Hudson","REGION","2024-11-12T00:00:00.000","2024-2025","11033","32410"
"Mohawk Valley","REGION","2024-11-12T00:00:00.000","2024-2025","2428","7171"
"New York City","REGION","2024-11-12T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2024-11-12T00:00:00.000","2024-2025","2064","6337"
"Southern Tier","REGION","2024-11-12T00:00:00.000","2024-2025","3623","9076"
"Western New York","REGION","2024-11-12T00:00:00.000","2024-2025","7117","20186"
"ROS","REST OF STATE","2024-11-12T00:00:00.000","2024-2025","56195","159263"
"Albany","COUNTY","2024-11-19T00:00:00.000","2024-2025","1651","3193"
"Allegany","COUNTY","2024-11-19T00:00:00.000","2024-2025","184","512"
"Bronx","COUNTY","2024-11-19T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2024-11-19T00:00:00.000","2024-2025","851","2317"
"Cattaraugus","COUNTY","2024-11-19T00:00:00.000","2024-2025","237","736"
"Cayuga","COUNTY","2024-11-19T00:00:00.000","2024-2025","359","886"
"Chautauqua","COUNTY","2024-11-19T00:00:00.000","2024-2025","559","1583"
"Chemung","COUNTY","2024-11-19T00:00:00.000","2024-2025","309","892"
"Chenango","COUNTY","2024-11-19T00:00:00.000","2024-2025","211","588"
"Clinton","COUNTY","2024-11-19T00:00:00.000","2024-2025","430","1093"
"Columbia","COUNTY","2024-11-19T00:00:00.000","2024-2025","319","694"
"Cortland","COUNTY","2024-11-19T00:00:00.000","2024-2025","222","549"
"Delaware","COUNTY","2024-11-19T00:00:00.000","2024-2025","205","489"
"Dutchess","COUNTY","2024-11-19T00:00:00.000","2024-2025","1320","3412"
"Erie","COUNTY","2024-11-19T00:00:00.000","2024-2025","4553","13076"
"Essex","COUNTY","2024-11-19T00:00:00.000","2024-2025","224","585"
"Franklin","COUNTY","2024-11-19T00:00:00.000","2024-2025","227","491"
"Fulton","COUNTY","2024-11-19T00:00:00.000","2024-2025","221","518"
"Genesee","COUNTY","2024-11-19T00:00:00.000","2024-2025","225","694"
"Greene","COUNTY","2024-11-19T00:00:00.000","2024-2025","221","490"
"Hamilton","COUNTY","2024-11-19T00:00:00.000","2024-2025","29","68"
"Herkimer","COUNTY","2024-11-19T00:00:00.000","2024-2025","224","792"
"Jefferson","COUNTY","2024-11-19T00:00:00.000","2024-2025","356","1714"
"Kings","COUNTY","2024-11-19T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2024-11-19T00:00:00.000","2024-2025","89","446"
"Livingston","COUNTY","2024-11-19T00:00:00.000","2024-2025","338","930"
"Madison","COUNTY","2024-11-19T00:00:00.000","2024-2025","359","947"
"Monroe","COUNTY","2024-11-19T00:00:00.000","2024-2025","4734","11416"
"Montgomery","COUNTY","2024-11-19T00:00:00.000","2024-2025","182","619"
"Nassau","COUNTY","2024-11-19T00:00:00.000","2024-2025","4579","17155"
"New York","COUNTY","2024-11-19T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2024-11-19T00:00:00.000","2024-2025","752","2488"
"Oneida","COUNTY","2024-11-19T00:00:00.000","2024-2025","1027","2976"
"Onondaga","COUNTY","2024-11-19T00:00:00.000","2024-2025","3008","5930"
"Ontario","COUNTY","2024-11-19T00:00:00.000","2024-2025","698","1625"
"Orange","COUNTY","2024-11-19T00:00:00.000","2024-2025","1109","3782"
"Orleans","COUNTY","2024-11-19T00:00:00.000","2024-2025","111","351"
"Oswego","COUNTY","2024-11-19T00:00:00.000","2024-2025","517","1597"
"Otsego","COUNTY","2024-11-19T00:00:00.000","2024-2025","367","1036"
"Putnam","COUNTY","2024-11-19T00:00:00.000","2024-2025","431","1352"
"Queens","COUNTY","2024-11-19T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2024-11-19T00:00:00.000","2024-2025","763","1568"
"Richmond","COUNTY","2024-11-19T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2024-11-19T00:00:00.000","2024-2025","878","3660"
"Saratoga","COUNTY","2024-11-19T00:00:00.000","2024-2025","1462","2845"
"Schenectady","COUNTY","2024-11-19T00:00:00.000","2024-2025","836","1887"
"Schoharie","COUNTY","2024-11-19T00:00:00.000","2024-2025","109","351"
"Schuyler","COUNTY","2024-11-19T00:00:00.000","2024-2025","98","193"
"Seneca","COUNTY","2024-11-19T00:00:00.000","2024-2025","134","371"
"St. Lawrence","COUNTY","2024-11-19T00:00:00.000","2024-2025","454","1344"
"Steuben","COUNTY","2024-11-19T00:00:00.000","2024-2025","418","1124"
"Suffolk","COUNTY","2024-11-19T00:00:00.000","2024-2025","4774","15816"
"Sullivan","COUNTY","2024-11-19T00:00:00.000","2024-2025","231","756"
"Tioga","COUNTY","2024-11-19T00:00:00.000","2024-2025","196","482"
"Tompkins","COUNTY","2024-11-19T00:00:00.000","2024-2025","853","1747"
"Ulster","COUNTY","2024-11-19T00:00:00.000","2024-2025","1066","2285"
"Warren","COUNTY","2024-11-19T00:00:00.000","2024-2025","443","1088"
"Washington","COUNTY","2024-11-19T00:00:00.000","2024-2025","260","867"
"Wayne","COUNTY","2024-11-19T00:00:00.000","2024-2025","455","1287"
"Westchester","COUNTY","2024-11-19T00:00:00.000","2024-2025","4754","13197"
"Wyoming","COUNTY","2024-11-19T00:00:00.000","2024-2025","166","461"
"Yates","COUNTY","2024-11-19T00:00:00.000","2024-2025","98","236"
"Capital Region","REGION","2024-11-19T00:00:00.000","2024-2025","5955","12632"
"Central New York","REGION","2024-11-19T00:00:00.000","2024-2025","4465","9909"
"Finger Lakes","REGION","2024-11-19T00:00:00.000","2024-2025","6959","17371"
"Long Island","REGION","2024-11-19T00:00:00.000","2024-2025","9353","32971"
"Mid-Hudson","REGION","2024-11-19T00:00:00.000","2024-2025","9789","28444"
"Mohawk Valley","REGION","2024-11-19T00:00:00.000","2024-2025","2130","6292"
"New York City","REGION","2024-11-19T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2024-11-19T00:00:00.000","2024-2025","1809","5741"
"Southern Tier","REGION","2024-11-19T00:00:00.000","2024-2025","3141","7832"
"Western New York","REGION","2024-11-19T00:00:00.000","2024-2025","6285","18395"
"ROS","REST OF STATE","2024-11-19T00:00:00.000","2024-2025","49886","139587"
"Albany","COUNTY","2024-11-26T00:00:00.000","2024-2025","1416","2674"
"Allegany","COUNTY","2024-11-26T00:00:00.000","2024-2025","154","506"
"Bronx","COUNTY","2024-11-26T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2024-11-26T00:00:00.000","2024-2025","693","1918"
"Cattaraugus","COUNTY","2024-11-26T00:00:00.000","2024-2025","190","630"
"Cayuga","COUNTY","2024-11-26T00:00:00.000","2024-2025","243","675"
"Chautauqua","COUNTY","2024-11-26T00:00:00.000","2024-2025","420","1243"
"Chemung","COUNTY","2024-11-26T00:00:00.000","2024-2025","241","795"
"Chenango","COUNTY","2024-11-26T00:00:00.000","2024-2025","155","430"
"Clinton","COUNTY","2024-11-26T00:00:00.000","2024-2025","316","977"
"Columbia","COUNTY","2024-11-26T00:00:00.000","2024-2025","221","690"
"Cortland","COUNTY","2024-11-26T00:00:00.000","2024-2025","155","404"
"Delaware","COUNTY","2024-11-26T00:00:00.000","2024-2025","151","384"
"Dutchess","COUNTY","2024-11-26T00:00:00.000","2024-2025","992","2755"
"Erie","COUNTY","2024-11-26T00:00:00.000","2024-2025","3774","11513"
"Essex","COUNTY","2024-11-26T00:00:00.000","2024-2025","148","394"
"Franklin","COUNTY","2024-11-26T00:00:00.000","2024-2025","164","431"
"Fulton","COUNTY","2024-11-26T00:00:00.000","2024-2025","186","441"
"Genesee","COUNTY","2024-11-26T00:00:00.000","2024-2025","195","671"
"Greene","COUNTY","2024-11-26T00:00:00.000","2024-2025","154","455"
"Hamilton","COUNTY","2024-11-26T00:00:00.000","2024-2025","23","56"
"Herkimer","COUNTY","2024-11-26T00:00:00.000","2024-2025","190","520"
"Jefferson","COUNTY","2024-11-26T00:00:00.000","2024-2025","296","1376"
"Kings","COUNTY","2024-11-26T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2024-11-26T00:00:00.000","2024-2025","125","320"
"Livingston","COUNTY","2024-11-26T00:00:00.000","2024-2025","211","707"
"Madison","COUNTY","2024-11-26T00:00:00.000","2024-2025","318","711"
"Monroe","COUNTY","2024-11-26T00:00:00.000","2024-2025","3887","9954"
"Montgomery","COUNTY","2024-11-26T00:00:00.000","2024-2025","170","582"
"Nassau","COUNTY","2024-11-26T00:00:00.000","2024-2025","3242","13581"
"New York","COUNTY","2024-11-26T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2024-11-26T00:00:00.000","2024-2025","582","1987"
"Oneida","COUNTY","2024-11-26T00:00:00.000","2024-2025","781","2368"
"Onondaga","COUNTY","2024-11-26T00:00:00.000","2024-2025","2383","5074"
"Ontario","COUNTY","2024-11-26T00:00:00.000","2024-2025","574","1398"
"Orange","COUNTY","2024-11-26T00:00:00.000","2024-2025","879","3145"
"Orleans","COUNTY","2024-11-26T00:00:00.000","2024-2025","95","313"
"Oswego","COUNTY","2024-11-26T00:00:00.000","2024-2025","408","1384"
"Otsego","COUNTY","2024-11-26T00:00:00.000","2024-2025","340","787"
"Putnam","COUNTY","2024-11-26T00:00:00.000","2024-2025","282","1006"
"Queens","COUNTY","2024-11-26T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2024-11-26T00:00:00.000","2024-2025","580","1221"
"Richmond","COUNTY","2024-11-26T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2024-11-26T00:00:00.000","2024-2025","708","3099"
"Saratoga","COUNTY","2024-11-26T00:00:00.000","2024-2025","1116","2653"
"Schenectady","COUNTY","2024-11-26T00:00:00.000","2024-2025","769","1500"
"Schoharie","COUNTY","2024-11-26T00:00:00.000","2024-2025","111","296"
"Schuyler","COUNTY","2024-11-26T00:00:00.000","2024-2025","52","149"
"Seneca","COUNTY","2024-11-26T00:00:00.000","2024-2025","112","333"
"St. Lawrence","COUNTY","2024-11-26T00:00:00.000","2024-2025","387","1175"
"Steuben","COUNTY","2024-11-26T00:00:00.000","2024-2025","302","857"
"Suffolk","COUNTY","2024-11-26T00:00:00.000","2024-2025","3623","12872"
"Sullivan","COUNTY","2024-11-26T00:00:00.000","2024-2025","178","508"
"Tioga","COUNTY","2024-11-26T00:00:00.000","2024-2025","140","413"
"Tompkins","COUNTY","2024-11-26T00:00:00.000","2024-2025","797","1312"
"Ulster","COUNTY","2024-11-26T00:00:00.000","2024-2025","902","1909"
"Warren","COUNTY","2024-11-26T00:00:00.000","2024-2025","287","829"
"Washington","COUNTY","2024-11-26T00:00:00.000","2024-2025","223","697"
"Wayne","COUNTY","2024-11-26T00:00:00.000","2024-2025","392","1109"
"Westchester","COUNTY","2024-11-26T00:00:00.000","2024-2025","3839","11092"
"Wyoming","COUNTY","2024-11-26T00:00:00.000","2024-2025","152","385"
"Yates","COUNTY","2024-11-26T00:00:00.000","2024-2025","103","249"
"Capital Region","REGION","2024-11-26T00:00:00.000","2024-2025","4766","10719"
"Central New York","REGION","2024-11-26T00:00:00.000","2024-2025","3507","8248"
"Finger Lakes","REGION","2024-11-26T00:00:00.000","2024-2025","5721","15119"
"Long Island","REGION","2024-11-26T00:00:00.000","2024-2025","6865","26453"
"Mid-Hudson","REGION","2024-11-26T00:00:00.000","2024-2025","7780","23514"
"Mohawk Valley","REGION","2024-11-26T00:00:00.000","2024-2025","1778","4994"
"New York City","REGION","2024-11-26T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2024-11-26T00:00:00.000","2024-2025","1459","4729"
"Southern Tier","REGION","2024-11-26T00:00:00.000","2024-2025","2531","6258"
"Western New York","REGION","2024-11-26T00:00:00.000","2024-2025","5120","15879"
"ROS","REST OF STATE","2024-11-26T00:00:00.000","2024-2025","39527","115913"
"Albany","COUNTY","2024-12-03T00:00:00.000","2024-2025","677","1423"
"Allegany","COUNTY","2024-12-03T00:00:00.000","2024-2025","46","198"
"Bronx","COUNTY","2024-12-03T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2024-12-03T00:00:00.000","2024-2025","349","1052"
"Cattaraugus","COUNTY","2024-12-03T00:00:00.000","2024-2025","72","313"
"Cayuga","COUNTY","2024-12-03T00:00:00.000","2024-2025","126","380"
"Chautauqua","COUNTY","2024-12-03T00:00:00.000","2024-2025","153","517"
"Chemung","COUNTY","2024-12-03T00:00:00.000","2024-2025","130","419"
"Chenango","COUNTY","2024-12-03T00:00:00.000","2024-2025","79","273"
"Clinton","COUNTY","2024-12-03T00:00:00.000","2024-2025","147","417"
"Columbia","COUNTY","2024-12-03T00:00:00.000","2024-2025","105","331"
"Cortland","COUNTY","2024-12-03T00:00:00.000","2024-2025","92","219"
"Delaware","COUNTY","2024-12-03T00:00:00.000","2024-2025","93","226"
"Dutchess","COUNTY","2024-12-03T00:00:00.000","2024-2025","566","1527"
"Erie","COUNTY","2024-12-03T00:00:00.000","2024-2025","1804","6061"
"Essex","COUNTY","2024-12-03T00:00:00.000","2024-2025","82","218"
"Franklin","COUNTY","2024-12-03T00:00:00.000","2024-2025","82","190"
"Fulton","COUNTY","2024-12-03T00:00:00.000","2024-2025","64","271"
"Genesee","COUNTY","2024-12-03T00:00:00.000","2024-2025","75","282"
"Greene","COUNTY","2024-12-03T00:00:00.000","2024-2025","72","221"
"Hamilton","COUNTY","2024-12-03T00:00:00.000","2024-2025","9","30"
"Herkimer","COUNTY","2024-12-03T00:00:00.000","2024-2025","110","348"
"Jefferson","COUNTY","2024-12-03T00:00:00.000","2024-2025","110","694"
"Kings","COUNTY","2024-12-03T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2024-12-03T00:00:00.000","2024-2025","18","144"
"Livingston","COUNTY","2024-12-03T00:00:00.000","2024-2025","121","358"
"Madison","COUNTY","2024-12-03T00:00:00.000","2024-2025","139","430"
"Monroe","COUNTY","2024-12-03T00:00:00.000","2024-2025","1987","5258"
"Montgomery","COUNTY","2024-12-03T00:00:00.000","2024-2025","65","284"
"Nassau","COUNTY","2024-12-03T00:00:00.000","2024-2025","1996","8628"
"New York","COUNTY","2024-12-03T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2024-12-03T00:00:00.000","2024-2025","307","1149"
"Oneida","COUNTY","2024-12-03T00:00:00.000","2024-2025","344","1125"
"Onondaga","COUNTY","2024-12-03T00:00:00.000","2024-2025","1162","2461"
"Ontario","COUNTY","2024-12-03T00:00:00.000","2024-2025","302","779"
"Orange","COUNTY","2024-12-03T00:00:00.000","2024-2025","488","1716"
"Orleans","COUNTY","2024-12-03T00:00:00.000","2024-2025","58","160"
"Oswego","COUNTY","2024-12-03T00:00:00.000","2024-2025","188","794"
"Otsego","COUNTY","2024-12-03T00:00:00.000","2024-2025","172","453"
"Putnam","COUNTY","2024-12-03T00:00:00.000","2024-2025","193","671"
"Queens","COUNTY","2024-12-03T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2024-12-03T00:00:00.000","2024-2025","318","724"
"Richmond","COUNTY","2024-12-03T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2024-12-03T00:00:00.000","2024-2025","385","2032"
"Saratoga","COUNTY","2024-12-03T00:00:00.000","2024-2025","623","1440"
"Schenectady","COUNTY","2024-12-03T00:00:00.000","2024-2025","374","853"
"Schoharie","COUNTY","2024-12-03T00:00:00.000","2024-2025","59","156"
"Schuyler","COUNTY","2024-12-03T00:00:00.000","2024-2025","31","94"
"Seneca","COUNTY","2024-12-03T00:00:00.000","2024-2025","62","171"
"St. Lawrence","COUNTY","2024-12-03T00:00:00.000","2024-2025","214","598"
"Steuben","COUNTY","2024-12-03T00:00:00.000","2024-2025","178","476"
"Suffolk","COUNTY","2024-12-03T00:00:00.000","2024-2025","2095","7558"
"Sullivan","COUNTY","2024-12-03T00:00:00.000","2024-2025","97","322"
"Tioga","COUNTY","2024-12-03T00:00:00.000","2024-2025","77","226"
"Tompkins","COUNTY","2024-12-03T00:00:00.000","2024-2025","362","636"
"Ulster","COUNTY","2024-12-03T00:00:00.000","2024-2025","438","987"
"Warren","COUNTY","2024-12-03T00:00:00.000","2024-2025","207","486"
"Washington","COUNTY","2024-12-03T00:00:00.000","2024-2025","146","444"
"Wayne","COUNTY","2024-12-03T00:00:00.000","2024-2025","207","584"
"Westchester","COUNTY","2024-12-03T00:00:00.000","2024-2025","2254","6416"
"Wyoming","COUNTY","2024-12-03T00:00:00.000","2024-2025","37","168"
"Yates","COUNTY","2024-12-03T00:00:00.000","2024-2025","38","106"
"Capital Region","REGION","2024-12-03T00:00:00.000","2024-2025","2522","5922"
"Central New York","REGION","2024-12-03T00:00:00.000","2024-2025","1707","4284"
"Finger Lakes","REGION","2024-12-03T00:00:00.000","2024-2025","2887","7866"
"Long Island","REGION","2024-12-03T00:00:00.000","2024-2025","4091","16186"
"Mid-Hudson","REGION","2024-12-03T00:00:00.000","2024-2025","4421","13671"
"Mohawk Valley","REGION","2024-12-03T00:00:00.000","2024-2025","814","2637"
"New York City","REGION","2024-12-03T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2024-12-03T00:00:00.000","2024-2025","662","2291"
"Southern Tier","REGION","2024-12-03T00:00:00.000","2024-2025","1299","3402"
"Western New York","REGION","2024-12-03T00:00:00.000","2024-2025","2382","8238"
"ROS","REST OF STATE","2024-12-03T00:00:00.000","2024-2025","20785","64497"
"Albany","COUNTY","2024-12-10T00:00:00.000","2024-2025","821","1645"
"Allegany","COUNTY","2024-12-10T00:00:00.000","2024-2025","58","289"
"Bronx","COUNTY","2024-12-10T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2024-12-10T00:00:00.000","2024-2025","468","1289"
"Cattaraugus","COUNTY","2024-12-10T00:00:00.000","2024-2025","91","406"
"Cayuga","COUNTY","2024-12-10T00:00:00.000","2024-2025","142","530"
"Chautauqua","COUNTY","2024-12-10T00:00:00.000","2024-2025","219","686"
"Chemung","COUNTY","2024-12-10T00:00:00.000","2024-2025","143","511"
"Chenango","COUNTY","2024-12-10T00:00:00.000","2024-2025","106","293"
"Clinton","COUNTY","2024-12-10T00:00:00.000","2024-2025","189","532"
"Columbia","COUNTY","2024-12-10T00:00:00.000","2024-2025","149","418"
"Cortland","COUNTY","2024-12-10T00:00:00.000","2024-2025","120","254"
"Delaware","COUNTY","2024-12-10T00:00:00.000","2024-2025","101","254"
"Dutchess","COUNTY","2024-12-10T00:00:00.000","2024-2025","668","1749"
"Erie","COUNTY","2024-12-10T00:00:00.000","2024-2025","2094","6560"
"Essex","COUNTY","2024-12-10T00:00:00.000","2024-2025","115","285"
"Franklin","COUNTY","2024-12-10T00:00:00.000","2024-2025","102","250"
"Fulton","COUNTY","2024-12-10T00:00:00.000","2024-2025","75","266"
"Genesee","COUNTY","2024-12-10T00:00:00.000","2024-2025","118","330"
"Greene","COUNTY","2024-12-10T00:00:00.000","2024-2025","83","321"
"Hamilton","COUNTY","2024-12-10T00:00:00.000","2024-2025","13","32"
"Herkimer","COUNTY","2024-12-10T00:00:00.000","2024-2025","125","400"
"Jefferson","COUNTY","2024-12-10T00:00:00.000","2024-2025","138","874"
"Kings","COUNTY","2024-12-10T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2024-12-10T00:00:00.000","2024-2025","63","237"
"Livingston","COUNTY","2024-12-10T00:00:00.000","2024-2025","139","435"
"Madison","COUNTY","2024-12-10T00:00:00.000","2024-2025","208","544"
"Monroe","COUNTY","2024-12-10T00:00:00.000","2024-2025","2542","6218"
"Montgomery","COUNTY","2024-12-10T00:00:00.000","2024-2025","84","331"
"Nassau","COUNTY","2024-12-10T00:00:00.000","2024-2025","2341","9404"
"New York","COUNTY","2024-12-10T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2024-12-10T00:00:00.000","2024-2025","345","1333"
"Oneida","COUNTY","2024-12-10T00:00:00.000","2024-2025","503","1712"
"Onondaga","COUNTY","2024-12-10T00:00:00.000","2024-2025","1646","3381"
"Ontario","COUNTY","2024-12-10T00:00:00.000","2024-2025","340","879"
"Orange","COUNTY","2024-12-10T00:00:00.000","2024-2025","616","2222"
"Orleans","COUNTY","2024-12-10T00:00:00.000","2024-2025","74","227"
"Oswego","COUNTY","2024-12-10T00:00:00.000","2024-2025","246","1010"
"Otsego","COUNTY","2024-12-10T00:00:00.000","2024-2025","247","512"
"Putnam","COUNTY","2024-12-10T00:00:00.000","2024-2025","179","669"
"Queens","COUNTY","2024-12-10T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2024-12-10T00:00:00.000","2024-2025","310","748"
"Richmond","COUNTY","2024-12-10T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2024-12-10T00:00:00.000","2024-2025","562","2400"
"Saratoga","COUNTY","2024-12-10T00:00:00.000","2024-2025","647","1544"
"Schenectady","COUNTY","2024-12-10T00:00:00.000","2024-2025","384","1026"
"Schoharie","COUNTY","2024-12-10T00:00:00.000","2024-2025","68","205"
"Schuyler","COUNTY","2024-12-10T00:00:00.000","2024-2025","47","112"
"Seneca","COUNTY","2024-12-10T00:00:00.000","2024-2025","86","246"
"St. Lawrence","COUNTY","2024-12-10T00:00:00.000","2024-2025","198","722"
